"TR_No","TR_Date","V_No","Cheque_No","Invoice_Date","Remarks","Invoice_No","MF","ChequeNo"
"3463","11/7/2010 12:00:00 AM","","","","","0","0",""
"3464","11/22/2010 12:00:00 AM","","","","","0","0",""
"3465","8/18/2010 12:00:00 AM","","","","","0","0",""
"3466","9/18/2010 12:00:00 AM","","","","","0","0",""
"3467","10/11/2010 12:00:00 AM","","","","","0","0",""
"3468","10/27/2010 12:00:00 AM","","","","","0","0",""
"3469","11/18/2010 12:00:00 AM","","","","","0","0",""
"3470","11/18/2010 12:00:00 AM","","","","","0","0",""
"3471","7/29/2010 12:00:00 AM","","","","","0","0",""
"3472","7/29/2010 12:00:00 AM","","","","","0","0",""
"3473","8/30/2010 12:00:00 AM","","","","","0","0",""
"3474","8/30/2010 12:00:00 AM","","","","","0","0",""
"3475","9/8/2010 12:00:00 AM","","","","","0","0",""
"3476","9/28/2010 12:00:00 AM","","","","","0","0",""
"3477","10/10/2010 12:00:00 AM","","","","","0","0",""
"3478","10/10/2010 12:00:00 AM","","","","","0","0",""
"3479","10/14/2010 12:00:00 AM","","","","","0","0",""
"3480","10/28/2010 12:00:00 AM","","","","","0","0",""
"3481","10/28/2010 12:00:00 AM","","","","","0","0",""
"3482","10/30/2010 12:00:00 AM","","","","","0","0",""
"3483","9/29/2010 12:00:00 AM","","","","","0","0",""
"3484","11/15/2010 12:00:00 AM","","","","","0","0",""
"3485","11/20/2010 12:00:00 AM","","","","","0","0",""
"3486","11/22/2010 12:00:00 AM","","","","","0","0",""
"3487","11/27/2010 12:00:00 AM","","","","","0","0",""
"3488","9/2/2010 12:00:00 AM","","","","","0","0",""
"3490","11/29/2010 12:00:00 AM","","","","","0","0",""
"3491","10/19/2010 12:00:00 AM","","","","","0","0",""
"3492","11/4/2010 12:00:00 AM","","","","","0","0",""
"3493","8/26/2010 12:00:00 AM","","0538569","","","0","0",""
"3494","10/12/2010 12:00:00 AM","","6366985","","","0","0",""
"3495","10/25/2010 12:00:00 AM","","","","","0","0",""
"3496","10/23/2010 12:00:00 AM","","","","","0","0",""
"3497","12/2/2010 12:00:00 AM","","","","","0","0",""
"3498","12/2/2010 12:00:00 AM","","","","","0","0",""
"3499","11/19/2010 12:00:00 AM","","","","","0","0",""
"3500","12/6/2010 12:00:00 AM","","","","","0","0",""
"3501","12/7/2010 12:00:00 AM","","","","","0","0",""
"3502","12/9/2010 12:00:00 AM","","","","","0","0",""
"3503","12/14/2010 12:00:00 AM","","","","","0","0",""
"3504","12/14/2010 12:00:00 AM","","","","","0","0",""
"3505","12/9/2010 12:00:00 AM","","","","","0","0",""
"3506","11/29/2010 12:00:00 AM","","","","","0","0",""
"3507","11/29/2010 12:00:00 AM","","","","","0","0",""
"3508","11/30/2010 12:00:00 AM","","","","","0","0",""
"3509","12/15/2010 12:00:00 AM","","","","","0","0",""
"3510","12/20/2010 12:00:00 AM","","0556677","12/20/2010 12:00:00 AM","","0","0",""
"3511","12/21/2010 12:00:00 AM","","0538572","12/22/2010 12:00:00 AM","","0","0",""
"3512","12/22/2010 12:00:00 AM","","","","","0","0",""
"3513","12/22/2010 12:00:00 AM","","0538573","12/22/2010 12:00:00 AM","","0","0",""
"3514","12/22/2010 12:00:00 AM","","6366987","12/22/2010 12:00:00 AM","","0","0",""
"3515","11/23/2010 12:00:00 AM","","","","","0","0",""
"3516","11/23/2010 12:00:00 AM","","","","","0","0",""
"3517","12/18/2010 12:00:00 AM","","","","","0","0",""
"3518","12/18/2010 12:00:00 AM","","","","","0","0",""
"3519","12/18/2010 12:00:00 AM","","","","","0","0",""
"3520","12/28/2010 12:00:00 AM","","6366988","12/28/2010 12:00:00 AM","","0","0",""
"3521","12/28/2010 12:00:00 AM","","0538574","12/28/2010 12:00:00 AM","","0","0",""
"3522","12/28/2010 12:00:00 AM","","","","","0","0",""
"3523","12/28/2010 12:00:00 AM","","","","","0","0",""
"3524","12/28/2010 12:00:00 AM","","0538574","12/28/2010 12:00:00 AM","","0","0",""
"3525","12/28/2010 12:00:00 AM","","6366988","12/28/2010 12:00:00 AM","","0","0",""
"3526","12/28/2010 12:00:00 AM","","0538574","12/28/2010 12:00:00 AM","","0","0",""
"3527","12/28/2010 12:00:00 AM","","6366988","12/28/2010 12:00:00 AM","","0","0",""
"3528","11/29/2010 12:00:00 AM","","","","","0","0",""
"3529","11/27/2010 12:00:00 AM","","","","","0","0",""
"3530","11/30/2010 12:00:00 AM","","","","","0","0",""
"3531","12/29/2010 12:00:00 AM","","","","","0","0",""
"3532","12/29/2010 12:00:00 AM","","","","","0","0",""
"3533","1/5/2011 12:00:00 AM","","","","","0","0",""
"3534","1/6/2011 12:00:00 AM","","","","","0","0",""
"3535","1/5/2011 12:00:00 AM","","","","","0","0",""
"3536","1/5/2011 12:00:00 AM","","","","","0","0",""
"3537","1/18/2011 12:00:00 AM","","","","","0","0",""
"3538","1/18/2011 12:00:00 AM","","","","","0","0",""
"3539","1/19/2011 12:00:00 AM","","6366989","1/19/2011 12:00:00 AM","","0","0",""
"3540","1/19/2011 12:00:00 AM","","0538575","1/19/2011 12:00:00 AM","","0","0",""
"3541","1/19/2011 12:00:00 AM","","6366989","1/19/2011 12:00:00 AM","","0","0",""
"3542","1/21/2011 12:00:00 AM","","","","","0","0",""
"3543","1/18/2011 12:00:00 AM","","","","","0","0",""
"3544","1/29/2011 12:00:00 AM","","","","","0","0",""
"3545","1/29/2011 12:00:00 AM","","","","","0","0",""
"3546","1/29/2011 12:00:00 AM","","","","","0","0",""
"3547","2/2/2011 12:00:00 AM","","","","","0","0",""
"3548","2/2/2011 12:00:00 AM","","","","","0","0",""
"3549","2/3/2011 12:00:00 AM","","","","","0","0",""
"3550","2/9/2011 12:00:00 AM","","","","","0","0",""
"3551","2/10/2011 12:00:00 AM","","","","","0","0",""
"3552","2/10/2011 12:00:00 AM","","","","","0","0",""
"3553","2/12/2011 12:00:00 AM","","","","","0","0",""
"3554","2/14/2011 12:00:00 AM","","6366991","2/14/2011 12:00:00 AM","","0","0",""
"3555","2/14/2011 12:00:00 AM","","","2/14/2011 12:00:00 AM","","0","0",""
"3556","2/14/2011 12:00:00 AM","","6366990","2/15/2011 12:00:00 AM","","0","0",""
"3557","2/18/2011 12:00:00 AM","","","","","0","0",""
"3558","2/18/2011 12:00:00 AM","","","","","0","0",""
"3559","2/18/2011 12:00:00 AM","","","","","0","0",""
"3560","2/18/2011 12:00:00 AM","","","","","0","0",""
"3561","2/18/2011 12:00:00 AM","","","","","0","0",""
"3562","2/18/2011 12:00:00 AM","","","","","0","0",""
"3563","2/18/2011 12:00:00 AM","","","","","0","0",""
"3564","2/18/2011 12:00:00 AM","","","","","0","0",""
"3565","2/18/2011 12:00:00 AM","","","","","0","0",""
"3566","2/18/2011 12:00:00 AM","","","","","0","0",""
"3567","2/18/2011 12:00:00 AM","","","","","0","0",""
"3568","2/18/2011 12:00:00 AM","","","","","0","0",""
"3569","2/14/2011 12:00:00 AM","","","","","0","0",""
"3570","2/19/2011 12:00:00 AM","","","","","0","0",""
"3571","2/19/2011 12:00:00 AM","","","","","0","0",""
"3572","2/19/2011 12:00:00 AM","","","","","0","0",""
"3573","2/19/2011 12:00:00 AM","","","","","0","0",""
"3574","2/19/2011 12:00:00 AM","","","","","0","0",""
"3575","2/19/2011 12:00:00 AM","","","","","0","0",""
"3576","2/19/2011 12:00:00 AM","","","","","0","0",""
"3577","2/18/2011 12:00:00 AM","","","","","0","0",""
"3578","2/24/2011 12:00:00 AM","","6366992","2/24/2011 12:00:00 AM","","0","0",""
"3579","2/24/2011 12:00:00 AM","","0538576","2/24/2011 12:00:00 AM","","0","0",""
"3580","2/24/2011 12:00:00 AM","","","","","0","0",""
"3581","2/24/2011 12:00:00 AM","","0559481","2/24/2011 12:00:00 AM","","0","0",""
"3582","2/26/2011 12:00:00 AM","","0538577","2/26/2011 12:00:00 AM","","0","0",""
"3583","2/24/2011 12:00:00 AM","","","","","0","0",""
"3584","2/25/2011 12:00:00 AM","","","","","0","0",""
"3585","2/26/2011 12:00:00 AM","","","","","0","0",""
"3586","2/25/2011 12:00:00 AM","","","","","0","0",""
"3587","2/26/2011 12:00:00 AM","","","","","0","0",""
"3588","2/24/2011 12:00:00 AM","","","","","0","0",""
"3589","2/19/2011 12:00:00 AM","","","","","0","0",""
"3590","2/19/2011 12:00:00 AM","","","","","0","0",""
"3591","2/19/2011 12:00:00 AM","","","","","0","0",""
"3592","1/31/2011 12:00:00 AM","","","","","0","0",""
"3593","3/5/2011 12:00:00 AM","","","","","0","0",""
"3594","3/5/2011 12:00:00 AM","","","","","0","0",""
"3595","3/5/2011 12:00:00 AM","","","","","0","0",""
"3596","3/7/2011 12:00:00 AM","","","","","0","0",""
"3597","3/9/2011 12:00:00 AM","","","","","0","0",""
"3598","3/9/2011 12:00:00 AM","","6366993","3/9/2011 12:00:00 AM","","0","0",""
"3599","3/9/2011 12:00:00 AM","","","","","0","0",""
"3600","3/12/2011 12:00:00 AM","","","","","0","0",""
"3601","3/13/2011 12:00:00 AM","","","2/11/2011 12:00:00 AM","","0","0",""
"3602","3/13/2011 12:00:00 AM","","","3/11/2011 12:00:00 AM","","0","0",""
"3603","3/13/2011 12:00:00 AM","","","3/12/2011 12:00:00 AM","","0","0",""
"3604","3/13/2011 12:00:00 AM","","","3/11/2011 12:00:00 AM","","0","0",""
"3605","3/13/2011 12:00:00 AM","","","3/11/2011 12:00:00 AM","","0","0",""
"3606","3/13/2011 12:00:00 AM","","","3/11/2011 12:00:00 AM","","0","0",""
"3607","3/14/2011 12:00:00 AM","","522674","","","0","0",""
"3608","3/15/2011 12:00:00 AM","","","","","0","0",""
"3609","3/21/2011 12:00:00 AM","","","","","0","0",""
"3610","3/21/2011 12:00:00 AM","","","","","0","0",""
"3611","3/21/2011 12:00:00 AM","","","","","0","0",""
"3612","3/21/2011 12:00:00 AM","","","","","0","0",""
"3613","3/18/2011 12:00:00 AM","","","","","0","0",""
"3614","3/18/2011 12:00:00 AM","","","","","0","0",""
"3615","3/18/2011 12:00:00 AM","","","","","0","0",""
"3616","2/19/2011 12:00:00 AM","","","","","0","0",""
"3617","2/18/2011 12:00:00 AM","","","","","0","0",""
"3618","2/19/2011 12:00:00 AM","","","","","0","0",""
"3619","3/24/2011 12:00:00 AM","","","","","0","0",""
"3620","3/26/2011 12:00:00 AM","","6366994","3/26/2011 12:00:00 AM","","0","0",""
"3621","3/19/2011 12:00:00 AM","","0538578","3/26/2011 12:00:00 AM","","0","0",""
"3622","2/20/2011 12:00:00 AM","","","","","0","0",""
"3623","2/20/2011 12:00:00 AM","","","","","0","0",""
"3624","2/25/2011 12:00:00 AM","","","","","0","0",""
"3625","2/26/2011 12:00:00 AM","","","","","0","0",""
"3626","3/18/2011 12:00:00 AM","","","","","0","0",""
"3627","3/18/2011 12:00:00 AM","","","","","0","0",""
"3628","3/28/2011 12:00:00 AM","","","","","0","0",""
"3629","3/28/2011 12:00:00 AM","","","","","0","0",""
"3630","3/28/2011 12:00:00 AM","","","","","0","0",""
"3631","3/29/2011 12:00:00 AM","","","","","0","0",""
"3632","3/29/2011 12:00:00 AM","","0538579","3/29/2011 12:00:00 AM","","0","0",""
"3633","3/31/2011 12:00:00 AM","","","","","0","0",""
"3634","3/31/2011 12:00:00 AM","","","","","0","0",""
"3635","3/31/2011 12:00:00 AM","","","","","0","0",""
"3636","4/1/2011 12:00:00 AM","","","","","0","0",""
"3637","4/5/2011 12:00:00 AM","","","","","0","0",""
"3638","4/5/2011 12:00:00 AM","","","","","0","0",""
"3639","4/7/2011 12:00:00 AM","","","","","0","0",""
"3640","4/7/2011 12:00:00 AM","","","","","0","0",""
"3641","4/20/2011 12:00:00 AM","","","","","0","0",""
"3642","4/20/2011 12:00:00 AM","","","","","0","0",""
"3643","4/18/2011 12:00:00 AM","","","","","0","0",""
"3644","4/18/2011 12:00:00 AM","","","","","0","0",""
"3645","4/18/2011 12:00:00 AM","","","","","0","0",""
"3646","4/18/2011 12:00:00 AM","","","","","0","0",""
"3647","4/19/2011 12:00:00 AM","","6366995","4/23/2011 12:00:00 AM","","0","0",""
"3648","4/18/2011 12:00:00 AM","","","","","0","0",""
"3649","4/18/2011 12:00:00 AM","","","","","0","0",""
"3650","3/22/2011 12:00:00 AM","","","","","0","0",""
"3651","3/23/2011 12:00:00 AM","","","","","0","0",""
"3652","3/24/2011 12:00:00 AM","","","","","0","0",""
"3653","3/24/2011 12:00:00 AM","","","","","0","0",""
"3654","3/26/2011 12:00:00 AM","","","","","0","0",""
"3655","3/28/2011 12:00:00 AM","","","","","0","0",""
"3656","4/20/2011 12:00:00 AM","","","","","0","0",""
"3657","4/20/2011 12:00:00 AM","","","","","0","0",""
"3658","4/30/2011 12:00:00 AM","","","","","0","0",""
"3659","4/29/2011 12:00:00 AM","","","","","0","0",""
"3660","4/29/2011 12:00:00 AM","","","","","0","0",""
"3661","4/28/2011 12:00:00 AM","","","","","0","0",""
"3662","5/2/2011 12:00:00 AM","","0538581","5/2/2011 12:00:00 AM","","0","0",""
"3663","5/3/2011 12:00:00 AM","","0538580","","","0","0",""
"3664","4/29/2011 12:00:00 AM","","","","","0","0",""
"3665","5/3/2011 12:00:00 AM","","0538582","5/3/2011 12:00:00 AM","","0","0",""
"3666","5/7/2011 12:00:00 AM","","","","","0","0",""
"3667","5/7/2011 12:00:00 AM","","0538584","5/7/2011 12:00:00 AM","","0","0",""
"3668","5/7/2011 12:00:00 AM","","","","","0","0",""
"3669","5/7/2011 12:00:00 AM","","","","","0","0",""
"3670","5/10/2011 12:00:00 AM","","","","","0","0",""
"3671","5/11/2011 12:00:00 AM","","6366996","5/12/2011 12:00:00 AM","","0","0",""
"3672","5/11/2011 12:00:00 AM","","","","","0","0",""
"3673","5/14/2011 12:00:00 AM","","","","","0","0",""
"3674","5/17/2011 12:00:00 AM","","","","","0","0",""
"3675","5/19/2011 12:00:00 AM","","6366997","5/20/2011 12:00:00 AM","","0","0",""
"3676","5/18/2011 12:00:00 AM","","","","","0","0",""
"3677","5/19/2011 12:00:00 AM","","0538585","5/20/2011 12:00:00 AM","","0","0",""
"3678","5/21/2011 12:00:00 AM","","","5/19/2011 12:00:00 AM","","0","0",""
"3679","5/21/2011 12:00:00 AM","","","5/19/2011 12:00:00 AM","","0","0",""
"3680","5/19/2011 12:00:00 AM","","","","","0","0",""
"3681","5/19/2011 12:00:00 AM","","","","","0","0",""
"3682","5/24/2011 12:00:00 AM","","","","","0","0",""
"3683","5/25/2011 12:00:00 AM","","","","","0","0",""
"3684","5/26/2011 12:00:00 AM","","6366998","5/27/2011 12:00:00 AM","","0","0",""
"3685","4/26/2011 12:00:00 AM","","","","","0","0",""
"3686","4/29/2011 12:00:00 AM","","","","","0","0",""
"3687","5/20/2011 12:00:00 AM","","","","","0","0",""
"3688","5/20/2011 12:00:00 AM","","","","","0","0",""
"3689","4/28/2011 12:00:00 AM","","","","","0","0",""
"3690","4/28/2011 12:00:00 AM","","","","","0","0",""
"3691","5/3/2011 12:00:00 AM","","","","","0","0",""
"3692","5/3/2011 12:00:00 AM","","","","","0","0",""
"3693","5/3/2011 12:00:00 AM","","","","","0","0",""
"3694","4/22/2011 12:00:00 AM","","","","","0","0",""
"3695","4/22/2011 12:00:00 AM","","","","","0","0",""
"3696","5/2/2011 12:00:00 AM","","","","","0","0",""
"3697","5/2/2011 12:00:00 AM","","","","","0","0",""
"3698","5/17/2011 12:00:00 AM","","","","","0","0",""
"3699","5/18/2011 12:00:00 AM","","","","","0","0",""
"3700","5/18/2011 12:00:00 AM","","","","","0","0",""
"3701","5/18/2011 12:00:00 AM","","","","","0","0",""
"3702","5/18/2011 12:00:00 AM","","","","","0","0",""
"3703","5/28/2011 12:00:00 AM","","","","","0","0",""
"3704","5/28/2011 12:00:00 AM","","","","","0","0",""
"3705","5/30/2011 12:00:00 AM","","","","","0","0",""
"3706","5/30/2011 12:00:00 AM","","","","","0","0",""
"3707","5/30/2011 12:00:00 AM","","","","","0","0",""
"3708","5/30/2011 12:00:00 AM","","","","","0","0",""
"3709","5/30/2011 12:00:00 AM","","","","","0","0",""
"3710","5/29/2011 12:00:00 AM","","","","","0","0",""
"3711","5/29/2011 12:00:00 AM","","","","","0","0",""
"3712","6/1/2011 12:00:00 AM","","0538588","6/1/2011 12:00:00 AM","","0","0",""
"3713","6/1/2011 12:00:00 AM","","000000","6/1/2011 12:00:00 AM","","0","0",""
"3714","6/1/2011 12:00:00 AM","","0538589","6/1/2011 12:00:00 AM","","0","0",""
"3715","6/1/2011 12:00:00 AM","","6366999","6/1/2011 12:00:00 AM","","0","0",""
"3716","6/7/2011 12:00:00 AM","","","","","0","0",""
"3717","6/7/2011 12:00:00 AM","","","","","0","0",""
"3718","6/10/2011 12:00:00 AM","","","","","0","0",""
"3719","6/15/2011 12:00:00 AM","","","","","0","0",""
"3720","6/18/2011 12:00:00 AM","","6367000","6/18/2011 12:00:00 AM","","0","0",""
"3721","6/21/2011 12:00:00 AM","","","","","0","0",""
"3722","6/22/2011 12:00:00 AM","","41105901","6/23/2011 12:00:00 AM","","0","0",""
"3723","6/22/2011 12:00:00 AM","","","","","0","0",""
"3724","6/2/2011 12:00:00 AM","","","","","0","0",""
"3725","6/2/2011 12:00:00 AM","","538590","6/2/2011 12:00:00 AM","","0","0",""
"3726","6/23/2011 12:00:00 AM","","","","","0","0",""
"3727","6/18/2011 12:00:00 AM","","","","","0","0",""
"3728","6/18/2011 12:00:00 AM","","","","","0","0",""
"3729","6/30/2011 12:00:00 AM","","","","","0","0",""
"3730","6/27/2011 12:00:00 AM","","","","","0","0",""
"3731","6/28/2011 12:00:00 AM","","538591","6/28/2011 12:00:00 AM","","0","0",""
"3732","6/30/2011 12:00:00 AM","","","","","0","0",""
"3733","5/27/2011 12:00:00 AM","","","","","0","0",""
"3734","5/31/2011 12:00:00 AM","","","","","0","0",""
"3735","6/10/2011 12:00:00 AM","","","","","0","0",""
"3736","6/29/2011 12:00:00 AM","","","","","0","0",""
"3737","6/29/2011 12:00:00 AM","","","","","0","0",""
"3738","6/29/2011 12:00:00 AM","","","","","0","0",""
"3739","6/29/2011 12:00:00 AM","","","","","0","0",""
"3740","6/29/2011 12:00:00 AM","","","","","0","0",""
"3741","6/30/2011 12:00:00 AM","","","","","0","0",""
"3742","6/30/2011 12:00:00 AM","","","","","0","0",""
"3743","6/30/2011 12:00:00 AM","","0538592","6/30/2011 12:00:00 AM","","0","0",""
"3744","6/30/2011 12:00:00 AM","","0538592","6/30/2011 12:00:00 AM","","0","0",""
"3745","6/30/2011 12:00:00 AM","","41105902","6/30/2011 12:00:00 AM","","0","0",""
"3746","7/2/2011 12:00:00 AM","","","","","0","0",""
"3747","7/3/2011 12:00:00 AM","","","","","0","0",""
"3748","7/3/2011 12:00:00 AM","","","","","0","0",""
"3749","7/4/2011 12:00:00 AM","","0538593","7/4/2011 12:00:00 AM","","0","0",""
"3750","7/4/2011 12:00:00 AM","","0538593","7/4/2011 12:00:00 AM","","0","0",""
"3751","7/4/2011 12:00:00 AM","","0538594","7/4/2011 12:00:00 AM","","0","0",""
"3752","7/4/2011 12:00:00 AM","","0538594","7/4/2011 12:00:00 AM","","0","0",""
"3753","7/4/2011 12:00:00 AM","","0538595","7/4/2011 12:00:00 AM","","0","0",""
"3754","7/2/2011 12:00:00 AM","","","","","0","0",""
"3755","7/2/2011 12:00:00 AM","","","","","0","0",""
"3756","7/2/2011 12:00:00 AM","","41105903","7/4/2011 12:00:00 AM","","0","0",""
"3757","7/4/2011 12:00:00 AM","","41105904","7/5/2011 12:00:00 AM","","0","0",""
"3758","7/4/2011 12:00:00 AM","","41105905","7/4/2011 12:00:00 AM","","0","0",""
"3759","7/4/2011 12:00:00 AM","","41105904","7/4/2011 12:00:00 AM","","0","0",""
"3760","7/5/2011 12:00:00 AM","","0538596","7/5/2011 12:00:00 AM","","0","0",""
"3761","7/5/2011 12:00:00 AM","","","","","0","0",""
"3762","7/5/2011 12:00:00 AM","","","","","0","0",""
"3763","7/5/2011 12:00:00 AM","","","","","0","0",""
"3764","7/6/2011 12:00:00 AM","","","","","0","0",""
"3765","7/7/2011 12:00:00 AM","","41105907","7/8/2011 12:00:00 AM","","0","0",""
"3766","7/7/2011 12:00:00 AM","","41105908","7/8/2011 12:00:00 AM","","0","0",""
"3767","7/16/2011 12:00:00 AM","","","","","0","0",""
"3768","7/28/2011 12:00:00 AM","","","7/18/2011 12:00:00 AM","","0","0",""
"3769","7/15/2011 12:00:00 AM","","","","","0","0",""
"3770","7/14/2011 12:00:00 AM","","","","","0","0",""
"3771","7/14/2011 12:00:00 AM","","","","","0","0",""
"3772","7/13/2011 12:00:00 AM","","","","","0","0",""
"3773","7/13/2011 12:00:00 AM","","","","","0","0",""
"3774","7/16/2011 12:00:00 AM","","","","","0","0",""
"3775","7/9/2011 12:00:00 AM","","2538597","7/9/2011 12:00:00 AM","","0","0",""
"3776","7/9/2011 12:00:00 AM","","41105909","7/9/2011 12:00:00 AM","","0","0",""
"3777","7/11/2011 12:00:00 AM","","","","","0","0",""
"3778","7/13/2011 12:00:00 AM","","","","","0","0",""
"3779","7/14/2011 12:00:00 AM","","41105911","7/15/2011 12:00:00 AM","","0","0",""
"3780","7/16/2011 12:00:00 AM","","","","","0","0",""
"3781","7/16/2011 12:00:00 AM","","41105910","7/18/2011 12:00:00 AM","","0","0",""
"3782","7/16/2011 12:00:00 AM","","41105912","7/18/2011 12:00:00 AM","","0","0",""
"3783","7/4/2011 12:00:00 AM","","","","","0","0",""
"3784","7/9/2011 12:00:00 AM","","","","","0","0",""
"3785","7/20/2011 12:00:00 AM","","0538598","7/20/2011 12:00:00 AM","","0","0",""
"3786","6/27/2011 12:00:00 AM","","","","","0","0",""
"3787","7/20/2011 12:00:00 AM","","","","","0","0",""
"3788","7/28/2011 12:00:00 AM","","","","","0","0",""
"3789","7/17/2011 12:00:00 AM","","","","","0","0",""
"3790","7/17/2011 12:00:00 AM","","","","","0","0",""
"3791","7/27/2011 12:00:00 AM","","","","","0","0",""
"3792","7/27/2011 12:00:00 AM","","41105913","7/27/2011 12:00:00 AM","","0","0",""
"3793","7/27/2011 12:00:00 AM","","0538599","7/27/2011 12:00:00 AM","","0","0",""
"3794","7/27/2011 12:00:00 AM","","","","","0","0",""
"3795","7/28/2011 12:00:00 AM","","","","","0","0",""
"3797","7/29/2011 12:00:00 AM","","","","","0","0",""
"3798","7/29/2011 12:00:00 AM","","","","","0","0",""
"3799","8/1/2011 12:00:00 AM","","","","","0","0",""
"3800","8/1/2011 12:00:00 AM","","","","","0","0",""
"3801","8/1/2011 12:00:00 AM","","","","","0","0",""
"3802","8/1/2011 12:00:00 AM","","","","","0","0",""
"3803","8/1/2011 12:00:00 AM","","0538600","8/1/2011 12:00:00 AM","","0","0",""
"3804","8/8/2011 12:00:00 AM","","","","","0","0",""
"3805","8/2/2011 12:00:00 AM","","","","","0","0",""
"3806","8/3/2011 12:00:00 AM","","41105914","8/4/2011 12:00:00 AM","","0","0",""
"3807","8/8/2011 12:00:00 AM","","","","","0","0",""
"3808","8/8/2011 12:00:00 AM","","","","","0","0",""
"3809","8/5/2011 12:00:00 AM","","","","","0","0",""
"3810","8/6/2011 12:00:00 AM","","41105915","8/8/2011 12:00:00 AM","","0","0",""
"3811","8/8/2011 12:00:00 AM","","","","","0","0",""
"3812","8/9/2011 12:00:00 AM","","","","","0","0",""
"3813","8/9/2011 12:00:00 AM","","","","","0","0",""
"3814","8/9/2011 12:00:00 AM","","","","","0","0",""
"3815","8/9/2011 12:00:00 AM","","","","","0","0",""
"3816","8/12/2011 12:00:00 AM","","","","","0","0",""
"3817","8/12/2011 12:00:00 AM","","","","","0","0",""
"3818","8/15/2011 12:00:00 AM","","0538601","8/15/2011 12:00:00 AM","","0","0",""
"3819","8/15/2011 12:00:00 AM","","41105917","8/16/2011 12:00:00 AM","","0","0",""
"3820","8/16/2011 12:00:00 AM","","","","","0","0",""
"3821","8/16/2011 12:00:00 AM","","","","","0","0",""
"3822","8/16/2011 12:00:00 AM","","","","","0","0",""
"3823","8/16/2011 12:00:00 AM","","","","","0","0",""
"3824","8/16/2011 12:00:00 AM","","0538602","8/16/2011 12:00:00 AM","","0","0",""
"3825","8/16/2011 12:00:00 AM","","","","","0","0",""
"3826","8/16/2011 12:00:00 AM","","41105918","8/17/2011 12:00:00 AM","","0","0",""
"3827","8/16/2011 12:00:00 AM","","41105919","8/17/2011 12:00:00 AM","","0","0",""
"3828","8/16/2011 12:00:00 AM","","","","","0","0",""
"3829","8/17/2011 12:00:00 AM","","","","","0","0",""
"3830","8/18/2011 12:00:00 AM","","41105920","8/18/2011 12:00:00 AM","","0","0",""
"3831","8/19/2011 12:00:00 AM","","0538603","8/20/2011 12:00:00 AM","","0","0",""
"3832","8/23/2011 12:00:00 AM","","","","","0","0",""
"3833","8/27/2011 12:00:00 AM","","","","","0","0",""
"3834","8/26/2011 12:00:00 AM","","","","","0","0",""
"3835","8/27/2011 12:00:00 AM","","","","","0","0",""
"3836","8/27/2011 12:00:00 AM","","","","","0","0",""
"3837","8/18/2011 12:00:00 AM","","","","","0","0",""
"3838","8/18/2011 12:00:00 AM","","","","","0","0",""
"3839","8/29/2011 12:00:00 AM","","","","","0","0",""
"3840","8/12/2011 12:00:00 AM","","","","","0","0",""
"3841","8/13/2011 12:00:00 AM","","","","","0","0",""
"3842","7/29/2011 12:00:00 AM","","","","","0","0",""
"3843","7/26/2011 12:00:00 AM","","","","","0","0",""
"3844","9/3/2011 12:00:00 AM","","","","","0","0",""
"3845","9/1/2011 12:00:00 AM","","","","","0","0",""
"3846","9/5/2011 12:00:00 AM","","","","","0","0",""
"3847","9/5/2011 12:00:00 AM","","","","","0","0",""
"3848","9/5/2011 12:00:00 AM","","","","","0","0",""
"3849","9/7/2011 12:00:00 AM","","","","","0","0",""
"3850","9/9/2011 12:00:00 AM","","","","","0","0",""
"3851","9/18/2011 12:00:00 AM","","","","","0","0",""
"3852","9/19/2011 12:00:00 AM","","41105921","9/19/2011 12:00:00 AM","","0","0",""
"3853","9/19/2011 12:00:00 AM","","","","","0","0",""
"3855","9/20/2011 12:00:00 AM","","","","","0","0",""
"3856","9/20/2011 12:00:00 AM","","0538605","9/20/2011 12:00:00 AM","","0","0",""
"3857","9/21/2011 12:00:00 AM","","0538604","9/21/2011 12:00:00 AM","","0","0",""
"3858","9/16/2011 12:00:00 AM","","","","","0","0",""
"3859","8/18/2011 12:00:00 AM","","","","","0","0",""
"3860","8/18/2011 12:00:00 AM","","","","","0","0",""
"3861","8/30/2011 12:00:00 AM","","","","","0","0",""
"3862","9/26/2011 12:00:00 AM","","","","","0","0",""
"3863","9/26/2011 12:00:00 AM","","","","","0","0",""
"3864","9/27/2011 12:00:00 AM","","","","","0","0",""
"3865","9/30/2011 12:00:00 AM","","","","","0","0",""
"3866","9/27/2011 12:00:00 AM","","","","","0","0",""
"3867","9/29/2011 12:00:00 AM","","0538606","9/29/2011 12:00:00 AM","","0","0",""
"3868","10/1/2011 12:00:00 AM","","","","","0","0",""
"3869","10/3/2011 12:00:00 AM","","0538608","","","0","0",""
"3870","10/3/2011 12:00:00 AM","","41105922","10/3/2011 12:00:00 AM","","0","0",""
"3871","10/3/2011 12:00:00 AM","","0538607","10/3/2011 12:00:00 AM","","0","0",""
"3872","10/3/2011 12:00:00 AM","","0538609","10/3/2011 12:00:00 AM","","0","0",""
"3873","10/3/2011 12:00:00 AM","","41105923","10/3/2011 12:00:00 AM","","0","0",""
"3874","10/4/2011 12:00:00 AM","","","","","0","0",""
"3875","10/5/2011 12:00:00 AM","","41105224","10/6/2011 12:00:00 AM","","0","0",""
