"TR_No","SL","Item","P","Q","R","W","Amount","VType","Account_Party","Control_Code","Narration","AC_Party2","GatePassNo","GatePassDt","Veh_No","Spindles","Frame","E_S_D","Item_Spec","Entry_DT","UNarration","DNarration","Tare_W","Kat_W","Org_W","Bill_PB","Tar_R","Invt_cat","Tax_am"
"1248","1659","1","","","","","200000","101","789","5","H/O","0","","","","0","0","0","0",""," ہيڈ آفس","","","","","","","","False"
"1249","1660","1","","","","","450000","101","793","5","H/O","0","","","","0","0","0","0",""," ہيڈ آفس","","","","","","","","False"
"1250","1661","1","","","","","210","101","796","5","A T M EXP","0","","","","0","0","0","0",""," اے ٹى ايم خرچہ","","","","","","","","False"
"1251","1662","1","","","","","5000","102","792","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1252","1663","1","","","","","15000","101","796","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1253","1664","1","","","","","2380","101","790","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1254","1665","1","","","","","145000","102","793","5","T T (H/O)","0","","","","0","0","0","0",""," ٹى ٹى   ہیڈ افس","","","","","","","","False"
"1255","1666","1","","","","","145000","101","793","5","H/O","0","","","","0","0","0","0",""," ہيڈ آفس","","","","","","","","False"
"1256","1667","1","","","","","3000","102","792","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1257","1668","1","","","","","2130","101","790","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1258","1669","1","","","","","10000","102","153","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1259","1670","1","","","","","985000","102","793","5","T T D I K","0","","","","0","0","0","0",""," ٹى ٹى ڈى ائى کے","","","","","","","","False"
"1260","1671","1","","","","","985000","101","793","5","H/O","0","","","","0","0","0","0",""," ہيڈ آفس","","","","","","","","False"
"1261","1672","1","","","","","300000","102","789","5","Cash","0","","","","0","0","0","0",""," کيش","","","","","","","","False"
"1262","1673","1","","","","","20000","102","796","5","Cash","0","","","","0","0","0","0",""," کيش","","","","","","","","False"
"1266","1677","1","","","","","53","101","789","5","On Line Exp","0","","","","0","0","0","0",""," آن لائن خرچہ","","","","","","","","False"
"1267","1678","1","","","","","1053","102","789","5","Cash","0","","","","0","0","0","0",""," کيش","","","","","","","","False"
"1268","1679","1","","","","","40000","102","793","5","Cash","0","","","","0","0","0","0",""," کيش","","","","","","","","False"
"1270","1681","1","","","","","1500","102","355","5","Bill","0","","","","0","0","0","0",""," بل","","","","","","","","False"
"1271","1682","1","","","","","2587","101","790","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1272","1683","1","","","","","1000","101","789","5","Cash","0","","","","0","0","0","0",""," کيش","","","","","","","","False"
"1273","1684","1","","","","","10000","101","153","5","Cash","0","","","","0","0","0","0",""," کيش","","","","","","","","False"
"1275","1685","1","","","","","10000","102","793","5","Cash","0","","","","0","0","0","0",""," کيش","","","","","","","","False"
"1276","1686","1","","","","","25000","102","153","5","Cash","0","","","","0","0","0","0",""," کيش","","","","","","","","False"
"1278","1687","1","","","","","2450","101","790","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1279","1688","1","","","","","5000","101","153","5","Cash","0","","","","0","0","0","0",""," کيش","","","","","","","","False"
"1280","1689","1","","","","","20000","101","796","5","Cash","0","","","","0","0","0","0",""," کيش","","","","","","","","False"
"1281","1690","1","","","","","2300","101","790","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1282","1691","1","","","","","13500","102","790","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1283","1692","1","","","","","13500","101","789","5","Bill Paid","0","","","","0","0","0","0",""," بل پيڈ","","","","","","","","False"
"1284","1693","1","","","","","1500","101","789","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1285","1694","1","","","","","715000","102","793","5","T T D I K","0","","","","0","0","0","0",""," ٹى ٹى ڈى ائى کے","","","","","","","","False"
"1286","1695","1","","","","","715000","101","793","5","H/O","0","","","","0","0","0","0",""," ہيڈ آفس","","","","","","","","False"
"1287","1696","1","","","","","55000","102","153","5","Cash","0","","","","0","0","0","0",""," کيش","","","","","","","","False"
"1288","1697","1","","","","","15000","102","789","5","Cash","0","","","","0","0","0","0",""," کيش","","","","","","","","False"
"1289","1698","1","","","","","10000","101","153","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1290","1699","1","","","","","10000","101","789","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1291","1700","1","","","","","10000","101","789","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1292","1701","1","","","","","5000","101","789","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1293","1702","1","","","","","10000","101","796","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1294","1703","1","","","","","10000","101","793","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1295","1704","1","","","","","10000","101","793","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1296","1705","1","","","","","5000","101","793","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1297","1706","1","","","","","25000","101","153","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1298","1707","1","","","","","25000","102","793","5","Cash","0","","","","0","0","0","0",""," کيش","","","","","","","","False"
"1299","1708","1","","","","","10000","102","153","5","R T C","0","","","","0","0","0","0",""," آر ٹى سى","","","","","","","","False"
"1300","1709","1","","","","","25000","101","153","5","Cash","0","","","","0","0","0","0",""," کيش","","","","","","","","False"
"1301","1710","1","","","","","10000","102","796","5","Cash","0","","","","0","0","0","0",""," کيش","","","","","","","","False"
"1302","1711","1","","","","","10000","101","789","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1303","1712","1","","","","","10000","101","789","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1304","1713","1","","","","","5000","101","789","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1305","1714","1","","","","","25000","102","153","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1306","1715","1","","","","","1728","101","355","5","Bill","0","","","","0","0","0","0",""," بل","","","","","","","","False"
"1307","1716","1","","","","","30000","102","793","5","R T C ( H/O)","0","","","","0","0","0","0",""," آر ٹى سى    ہیڈ آفس","","","","","","","","False"
"1308","1717","1","","","","","11790","101","790","5","New Mobile","0","","","","0","0","0","0",""," نيو موبائل","","","","","","","","False"
"1309","1718","1","","","","","2398","101","790","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1310","1719","1","","","","","10000","101","793","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1311","1720","1","","","","","15000","101","793","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1312","1721","1","","","","","5000","101","793","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1313","1722","1","","","","","600000","102","793","5","T T Rice Mill","0","","","","0","0","0","0",""," ٹى ٹى رائس مل","","","","","","","","False"
"1342","1751","1","","","","","25000","101","153","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1344","1753","1","","","","","50000","201","796","5","","153","","","","0","0","0","0",""," ","","","","","","","","False"
"1346","1755","1","","","","","25000","101","796","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1347","1756","1","","","","","25000","101","153","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1348","1757","1","","","","","25000","101","796","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1349","1758","1","","","","","100000","102","796","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1352","1761","1","","","","","150","102","153","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1353","1762","1","","","","","150","101","153","5","Exp Cheque Book","0","","","","0","0","0","0",""," خرچہ چيک بک","","","","","","","","False"
"1354","1763","1","","","","","40000","102","153","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1355","1764","1","","","","","10000","101","153","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1356","1765","1","","","","","10000","101","153","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1357","1766","1","","","","","5430","101","790","5","Mobile","0","","","","0","0","0","0",""," موبائل","","","","","","","","False"
"1358","1767","1","","","","","4000","102","792","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1359","1768","1","","","","","2500","101","790","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1360","1769","1","","","","","10000","102","789","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1361","1770","1","","","","","10000","101","153","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1362","1771","1","","","","","10000","101","153","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1363","1772","1","","","","","2550","101","790","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1364","1773","1","","","","","200000","102","789","5","T T Sultan","0","","","","0","0","0","0",""," ٹى ٹى سلطان","","","","","","","","False"
"1365","1774","1","","","","","200000","101","789","5","H/O","0","","","","0","0","0","0",""," ہيڈ آفس","","","","","","","","False"
"1366","1775","1","","","","","50000","102","793","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1367","1776","1","","","","","10000","102","153","5","","0","","","","0","0","0","0",""," ","","","","","","","","False"
"1464","1871","1","","","","","100000","203","796","5","","789","","","","0","0","0","0","7/12/2007 5:44:43 PM","","","","","","","","","False"
"1465","1872","1","","","","","100000","203","796","5","","789","","","","0","0","0","0","7/12/2007 5:50:18 PM","","","","","","","","","False"
"1466","1873","1","","","","","100000","203","796","5","","789","","","","0","0","0","0","7/12/2007 5:51:07 PM","","","","","","","","","False"
"1467","1874","1","","","","","100000","203","796","5","","789","","","","0","0","0","0","7/12/2007 5:51:35 PM","","","","","","","","","False"
"1468","1875","1","","","","","10000","102","793","5","","0","","","","0","0","0","0","7/13/2007 5:57:54 PM","","","","","","","","","False"
"1469","1876","1","","","","","300000","102","796","5","","0","","","","0","0","0","0","7/13/2007 5:58:38 PM","","","","","","","","","False"
"1470","1877","1","","","","","10000","101","789","5","","0","","","","0","0","0","0","7/13/2007 5:58:59 PM","","","","","","","","","False"
"1471","1878","1","","","","","300000","101","789","5","","0","","","","0","0","0","0","7/13/2007 5:59:23 PM","","","","","","","","","False"
"1473","1880","1","","","","","10000","102","796","5","","0","","","","0","0","0","0","7/14/2007 11:13:52 AM","","","","","","","","","False"
"1475","1882","1","","","","","2280","101","790","5","","0","","","","0","0","0","0","7/14/2007 4:19:03 PM","ڈیزل (سطان)","","","","","","","","False"
"1533","1939","1","","","","","25000","101","793","5","sajjad Hussain","0","","","","0","0","0","0","7/19/2007 7:28:19 PM"," سجاد حسين","","","","","","","","False"
"1563","1969","1","","","","","25000","101","789","5","Cash Sajjad","0","","","","0","0","0","0","7/23/2007 4:22:50 PM"," کيش سجاد","","","","","","","","False"
"1564","1970","1","","","","","25000","101","789","5","Cash Sajjad","0","","","","0","0","0","0","7/23/2007 4:23:33 PM"," کيش سجاد","","","","","","","","False"
"1565","1971","1","","","","","25000","101","789","5","Cash Sajjad","0","","","","0","0","0","0","7/23/2007 4:26:29 PM"," کيش سجاد","","","","","","","","False"
"1566","1972","1","","","","","25000","101","789","5","Cash Sajjad","0","","","","0","0","0","0","7/23/2007 4:27:50 PM"," کيش سجاد","","","","","","","","False"
"1567","1973","1","","","","","25000","101","796","5","Cash","0","","","","0","0","0","0","7/23/2007 4:31:36 PM"," کيش","","","","","","","","False"
"1568","1974","1","","","","","25000","101","796","5","Cash","0","","","","0","0","0","0","7/23/2007 4:32:12 PM"," کيش","","","","","","","","False"
"1569","1975","1","","","","","25000","101","796","5","cash","0","","","","0","0","0","0","7/23/2007 4:32:58 PM"," کيش","","","","","","","","False"
"1570","1976","1","","","","","25000","101","796","5","cash","0","","","","0","0","0","0","7/23/2007 4:33:26 PM"," کيش","","","","","","","","False"
"1619","2021","1","","","","","230000","102","789","5","T T D I K","0","","","","0","0","0","0","8/7/2007 2:35:22 PM"," ٹى ٹى ڈى ائى کے","","","","","","","","False"
"1620","2022","1","","","","","450000","102","793","5","T T D I K","0","","","","0","0","0","0","8/7/2007 2:35:53 PM"," ٹى ٹى ڈى ائى کے","","","","","","","","False"
"1621","2023","1","","","","","450000","101","793","5","Recived Head Office","0","","","","0","0","0","0","8/7/2007 2:36:36 PM"," وصولي ہیڈ آفس","","","","","","","","False"
"1622","2024","1","","","","","230000","101","789","5","Recived Head Office","0","","","","0","0","0","0","8/7/2007 2:37:28 PM"," وصولي ہیڈ آفس","","","","","","","","False"
"1624","2025","1","","","","","300000","201","796","5","Sajjad","789","","","","0","0","0","0","8/8/2007 10:22:39 AM"," سجاد","","","","","","","","False"
"1625","2026","1","","","","","1251","101","355","5","Bill August","0","","","","0","0","0","0","8/9/2007 3:21:56 PM"," بل اگست","","","","","","","","False"
"1626","2027","1","","","","","2570","101","790","5","Desiel Sultan","0","","","","0","0","0","0","8/10/2007 6:26:08 PM"," ڈيزل سلطان","","","","","","","","False"
"1627","2028","1","","","","","200000","102","789","5","T T F D S Wheat","0","","","","0","0","0","0","8/11/2007 5:27:09 PM"," ٹى ٹى ايف ڈى ايس گندم","","","","","","","","False"
"2300","2690","1","","","","","2000","102","792","5","Cash Paid Madrsa STM","0","","","","0","0","0","0","5/31/2008 3:11:46 PM"," کيش پيڈ مدرسہ صوفى ٹيکسٹائيل مل","","","","","","","","False"
"2301","2691","1","","","","","1000","102","797","5","cash paid","0","","","","0","0","0","0","5/31/2008 3:12:38 PM"," کيش پيڈ","","","","","","","","False"
"2302","2692","1","","","","","86000","101","868","5","Cash Paid  Bank","0","","","","0","0","0","0","6/1/2008 10:17:28 AM"," کيش پيڈ پيڈ بنک","","","","","","","","False"
"2303","2693","1","","","","","86000","101","868","5","Cash Paid Bank","0","","","","0","0","0","0","6/1/2008 10:18:05 AM"," کيش پيڈ بنک","","","","","","","","False"
"2304","2694","1","","","","","30000","102","793","5","Cash Paid","0","","","","0","0","0","0","6/2/2008 12:52:57 PM"," کيش پيڈ","","","","","","","","False"
"2305","2695","1","","","","","2840","101","810","5","Desiel Sultan","0","","","","0","0","0","0","6/2/2008 9:04:17 PM"," ڈيزل سلطان","","","","","","","","False"
"2306","2696","1","","","","","400000","102","789","5"," T T Chinot For Sultan","0","","","","0","0","0","0","6/3/2008 3:12:44 PM","  ٹى ٹى چنيوٹ برائے سلطان","","","","","","","","False"
"2308","2698","1","","","","","400000","101","789","5","Recived Head Office","0","","","","0","0","0","0","6/3/2008 3:28:14 PM"," وصولي ہیڈ آفس","","","","","","","","False"
"2309","2699","1","","","","","3512000","102","789","5","Cash Recived Mian Aftab","0","","","","0","0","0","0","6/4/2008 4:44:44 PM"," کيش وصولي مياں  آفتاب","","","","","","","","False"
"2310","2700","1","","","","","1017","101","790","5","","0","","","","0","0","0","0","6/4/2008 4:45:20 PM","","","","","","","","","False"
"2311","2701","1","","","","","3344621","101","868","5","Cash Recived","0","","","","0","0","0","0","6/4/2008 4:47:08 PM"," کيش وصولي","","","","","","","","False"
"2312","2702","1","","","","","25130","101","790","5","Mobile","0","","","","0","0","0","0","6/5/2008 1:16:46 AM"," موبائل","","","","","","","","False"
"2313","2703","1","","","","","2199","101","810","5","","0","","","","0","0","0","0","6/5/2008 1:17:48 AM","","","","","","","","","False"
"2314","2704","1","","","","","1240","101","810","5","","0","","","","0","0","0","0","6/5/2008 1:18:16 AM","","","","","","","","","False"
"2315","2705","1","","","","","3980","101","790","5","","0","","","","0","0","0","0","6/5/2008 10:54:00 PM","","","","","","","","","False"
"2316","2706","1","","","","","1178","101","810","5","F D S","0","","","","0","0","0","0","6/6/2008 4:13:26 PM"," ايف ڈى ايس","","","","","","","","False"
"2318","2708","1","","","","","20000","101","789","5","Haji Talib Hussain","0","","","","0","0","0","0","6/10/2008 1:17:15 PM","حاجى  طالب  حسين  ","","","","","","","","False"
"2319","2709","1","","","","","20000","101","796","5","Haji Talib Hussain","0","","","","0","0","0","0","6/10/2008 1:18:12 PM","حاجى  طالب  حسين  ","","","","","","","","False"
"2322","2711","1","","","","","1061","101","355","5","Bill Paid","0","","","","0","0","0","0","6/10/2008 1:55:47 PM","بل  پيڈ  ","","","","","","","","False"
"2323","2712","1","","","","","215","101","790","5","S B S","0","","","","0","0","0","0","6/12/2008 1:32:20 PM","ايس  بى  ايس  ","","","","","","","","False"
"2324","2713","1","","","","","86000","101","790","5","S B S","0","","","","0","0","0","0","6/12/2008 1:33:47 PM","ايس  بى  ايس  ","","","","","","","","False"
"2325","2714","1","","","","","4300","101","790","5","S B S","0","","","","0","0","0","0","6/12/2008 1:34:24 PM","ايس  بى  ايس  ","","","","","","","","False"
"2326","2715","1","","","","","135417","203","789","5","Card Bill Paid","790","","","","0","0","0","0","6/12/2008 2:06:52 PM","کارڈ  بل  پيڈ  ","","","","","","","","False"
"2327","2716","1","","","","","200000","203","789","5","Cheque Cash","793","","","","0","0","0","0","6/12/2008 2:20:53 PM","چيک  کيش  ","","","","","","","","False"
"2328","2717","1","","","","","1600000","203","789","5","Cheque Cash","796","","","","0","0","0","0","6/12/2008 2:22:58 PM","چيک  کيش  ","","","","","","","","False"
"2329","2718","1","","","","","3378","101","810","5","Desiel Sultan","0","","","","0","0","0","0","6/12/2008 6:09:16 PM","ڈيزل  سلطان  ","","","","","","","","False"
"2371","2756","1","","","","","325000","101","796","5","Cash Recived Head Office","0","","","","0","0","0","0","7/8/2008 4:42:57 PM","کيش  وصولي  ہيڈ  آفس","","","","","","","","False"
"2372","2757","1","","","","","13325","101","810","5","New Mobile","0","","","","0","0","0","0","7/8/2008 4:50:31 PM","نيا  موبائل  ","","","","","","","","False"
"2374","2758","1","","","","","150000","201","793","5","Cheque Paid","811","","","","0","0","0","0","7/8/2008 9:37:41 PM","چيک  پيڈ  ","","","","","","","","False"
"2375","2759","1","","","","","300000","201","796","5","Cheque Paid","811","","","","0","0","0","0","7/8/2008 9:38:58 PM","چيک  پيڈ  ","","","","","","","","False"
"2376","2760","1","","","","","600000","201","789","5","Cheque Paid","811","","","","0","0","0","0","7/8/2008 9:39:43 PM","چيک  پيڈ  ","","","","","","","","False"
"2377","2761","1","","","","","1000","102","355","5","Bill Paid","0","","","","0","0","0","0","7/8/2008 9:42:09 PM","بل  پيڈ  ","","","","","","","","False"
"2378","2762","1","","","","","3275","101","810","5","Desiel Sultan","0","","","","0","0","0","0","7/9/2008 3:28:41 PM","ڈيزل  سلطان  ","","","","","","","","False"
"2379","2763","1","","","","","1500000","201","811","5","Cheque Paid","796","","","","0","0","0","0","7/10/2008 5:59:10 PM","چيک  پيڈ  ","","","","","","","","False"
"2380","2764","1","","","","","10000","101","793","5","Cash","0","","","","0","0","0","0","7/12/2008 6:04:04 PM","کيش  ","","","","","","","","False"
"2381","2765","1","","","","","1197","101","355","5","Bill July","0","","","","0","0","0","0","7/12/2008 6:04:41 PM","بل  جولائي  ","","","","","","","","False"
"2382","2766","1","","","","","3900","101","793","5","Cash","0","","","","0","0","0","0","7/13/2008 10:15:38 PM","کيش  ","","","","","","","","False"
"2383","2767","1","","","","","10000","101","793","5","Cash","0","","","","0","0","0","0","7/13/2008 10:16:05 PM","کيش  ","","","","","","","","False"
"2385","2768","1","","","","","800000","203","796","5","Cheque","811","","","","0","0","0","0","7/13/2008 10:17:29 PM","چيک  ","","","","","","","","False"
"2386","2769","1","","","","","1000","102","355","5","Cash Paid","0","","","","0","0","0","0","7/13/2008 10:20:56 PM","کيش  پيڈ  ","","","","","","","","False"
"2387","2770","1","","","","","10000","102","792","5","Cash Paid Mian Aftab","0","","","","0","0","0","0","7/14/2008 6:56:21 PM","کيش  پيڈ  مياں   آفتاب  ","","","","","","","","False"
"2388","2771","1","","","","","300","101","793","5","Cheque Book Exp","0","","","","0","0","0","0","7/14/2008 6:57:01 PM","چيک  بک  خرچہ  ","","","","","","","","False"
"2389","2772","1","","","","","250","101","789","5","Cheque Book Exp","0","","","","0","0","0","0","7/14/2008 6:59:24 PM","چيک  بک  خرچہ  ","","","","","","","","False"
"2390","2773","1","","","","","75","101","811","5","Cheque Book Exp","0","","","","0","0","0","0","7/14/2008 7:00:15 PM","چيک  بک  خرچہ  ","","","","","","","","False"
"2391","2774","1","","","","","3690","101","810","5","Desiel Sultan","0","","","","0","0","0","0","7/14/2008 7:08:28 PM","ڈيزل  سلطان  ","","","","","","","","False"
"2392","2775","1","","","","","3330","101","790","5","Sultan Desiel","0","","","","0","0","0","0","7/16/2008 2:34:51 PM","سلطان  ڈيزل  ","","","","","","","","False"
"2393","2776","1","","","","","100000","102","793","5","Cash Paid","0","","","","0","0","0","0","7/16/2008 2:36:34 PM","کيش  پيڈ  ","","","","","","","","False"
"2394","2777","1","","","","","100000","102","789","5","Cash Paid","0","","","","0","0","0","0","7/16/2008 2:37:59 PM","کيش  پيڈ  ","","","","","","","","False"
"2395","2778","1","","","","","500000","101","789","5","Recived Cash Husnain Iqbal","0","","","","0","0","0","0","7/16/2008 2:38:34 PM","وصولي  کيش  حسنين  اقبال  ","","","","","","","","False"
"2396","2779","1","","","","","25000","101","789","5","Cash Recived Sajjad for Mill","0","","","","0","0","0","0","7/16/2008 10:21:12 PM","کيش  وصولي  سجاد  برائے  مل  ","","","","","","","","False"
"2397","2780","1","","","","","25000","101","796","5","cash paid sajjad for Mill","0","","","","0","0","0","0","7/16/2008 10:22:12 PM","کيش  پيڈ  سجاد  برائے  مل  ","","","","","","","","False"
"2398","2781","1","","","","","25000","101","793","5","cash paid sajjad for Mill","0","","","","0","0","0","0","7/16/2008 10:23:50 PM","کيش  پيڈ  سجاد  برائے  مل  ","","","","","","","","False"
"2399","2782","1","","","","","25000","101","811","5","cash paid sajjad for Mill","0","","","","0","0","0","0","7/16/2008 10:24:24 PM","کيش  پيڈ  سجاد  برائے  مل  ","","","","","","","","False"
"2400","2783","1","","","","","25000","101","811","5","cash paid sajjad for Mill","0","","","","0","0","0","0","7/16/2008 10:30:03 PM","کيش  پيڈ  سجاد  برائے  مل  ","","","","","","","","False"
"2401","2784","1","","","","","25000","101","789","5","cash paid sajjad for Mill","0","","","","0","0","0","0","7/16/2008 10:30:34 PM","کيش  پيڈ  سجاد  برائے  مل  ","","","","","","","","False"
"2402","2785","1","","","","","25000","101","793","5","cash paid sajjad for Mill","0","","","","0","0","0","0","7/16/2008 10:31:01 PM","کيش  پيڈ  سجاد  برائے  مل  ","","","","","","","","False"
"2403","2786","1","","","","","25000","101","796","5","cash paid sajjad for Mill","0","","","","0","0","0","0","7/16/2008 10:31:33 PM","کيش  پيڈ  سجاد  برائے  مل  ","","","","","","","","False"
"2404","2787","1","","","","","300000","102","789","5","T T Chinot","0","","","","0","0","0","0","7/19/2008 11:08:14 AM","ٹى  ٹى  چنيوٹ  ","","","","","","","","False"
"2405","2788","1","","","","","103000","102","789","5","T T D I K","0","","","","0","0","0","0","7/19/2008 11:08:50 AM","ٹى  ٹى  ڈى  ائى  کے  ","","","","","","","","False"
"2406","2789","1","","","","","49925","201","811","5","Chaque Paid","793","","","","0","0","0","0","7/19/2008 11:22:45 AM","چيک  پيڈ  ","","","","","","","","False"
"2407","2790","1","","","","","46752","201","789","5","Chaque Paid","793","","","","0","0","0","0","7/19/2008 11:24:03 AM","چيک  پيڈ  ","","","","","","","","False"
"2408","2791","1","","","","","71135","201","796","5","Chaque Paid","793","","","","0","0","0","0","7/19/2008 11:27:53 AM","چيک  پيڈ  ","","","","","","","","False"
"2409","2793","1","","","","","25","101","790","5","s m s","0","","","","0","0","0","0","7/19/2008 2:21:18 PM","ايس  ايم  ايس  ","","","","","","","","False"
"2410","2794","1","","","","","51","101","790","5","Credit Cover","0","","","","0","0","0","0","7/19/2008 2:22:29 PM","کريڈٹ  کو ر  ","","","","","","","","False"
"2411","2795","1","","","","","3300","101","810","5","Desiel Sultan","0","","","","0","0","0","0","7/19/2008 2:37:10 PM","ڈيزل  سلطان  ","","","","","","","","False"
"2412","2796","1","","","","","10936","201","789","5","Card Bill Paid","790","","","","0","0","0","0","7/19/2008 8:26:14 PM","کارڈ  بل  پيڈ  ","","","","","","","","False"
"2413","2797","1","","","","","90000","102","789","5","T T D I K","0","","","","0","0","0","0","7/20/2008 7:47:44 PM","ٹى  ٹى  ڈى  ائى  کے  ","","","","","","","","False"
"2414","2798","1","","","","","260130","102","789","5","T T D I k","0","","","","0","0","0","0","7/21/2008 3:55:31 PM","ٹى  ٹى  ڈى  ائى  کے  ","","","","","","","","False"
"2415","2799","1","","","","","7000","102","789","5","Cash Paid","0","","","","0","0","0","0","7/21/2008 3:57:52 PM","کيش  پيڈ  ","","","","","","","","False"
"2416","2800","1","","","","","260130","101","789","5","Cash Paid Saber Mill","0","","","","0","0","0","0","7/21/2008 3:58:44 PM","کيش  پيڈ  صابر  مل  ","","","","","","","","False"
"2417","2801","1","","","","","12750","101","790","5","Sajjad Car Exp","0","","","","0","0","0","0","7/22/2008 8:05:10 PM","سجاد  کار  خرچہ  ","","","","","","","","False"
"2418","2802","1","","","","","1800","101","790","5","","0","","","","0","0","0","0","7/22/2008 8:05:35 PM","","","","","","","","","False"
"2419","2803","1","","","","","3753","101","790","5","","0","","","","0","0","0","0","7/22/2008 8:06:13 PM","","","","","","","","","False"
"2420","2804","1","","","","","8000","101","790","5","","0","","","","0","0","0","0","7/22/2008 8:06:30 PM","","","","","","","","","False"
"2419","2805","1","","","","","","101","120","5","","0","","","","0","0","0","0","7/22/2008 8:06:49 PM","","","","","","","","","False"
"2421","2806","1","","","","","312000","102","789","5","T T D I K","0","","","","0","0","0","0","7/26/2008 6:59:19 PM","ٹى  ٹى  ڈى  ائى  کے  ","","","","","","","","False"
"2422","2807","1","","","","","100000","102","789","5","T T D I K","0","","","","0","0","0","0","7/26/2008 6:59:47 PM","ٹى  ٹى  ڈى  ائى  کے  ","","","","","","","","False"
"2423","2808","1","","","","","308750","101","789","5","Saber Flour Mill","0","","","","0","0","0","0","7/26/2008 7:00:39 PM","صابر  فلور  مل  ","","","","","","","","False"
"2424","2809","1","","","","","100000","101","789","5","Recived Head Office","0","","","","0","0","0","0","7/26/2008 7:01:55 PM","وصولي  ہيڈ  آفس","","","","","","","","False"
"2425","2810","1","","","","","2877","101","810","5","P C B","0","","","","0","0","0","0","7/28/2008 5:28:45 PM","پى  سى  بى  ","","","","","","","","False"
"2426","2811","1","","","","","49833","101","810","5","P C B","0","","","","0","0","0","0","7/28/2008 5:29:41 PM","پى  سى  بى  ","","","","","","","","False"
"2427","2812","1","","","","","3500","101","810","5","","0","","","","0","0","0","0","7/28/2008 5:35:15 PM","","","","","","","","","False"
"2428","2813","1","","","","","79920","201","793","5","Card Bill Paid","810","","","","0","0","0","0","7/28/2008 7:20:35 PM","کارڈ  بل  پيڈ  ","","","","","","","","False"
"2431","2814","1","","","","","80000","102","789","5","T T D I K","0","","","","0","0","0","0","7/30/2008 2:34:56 PM","ٹى  ٹى  ڈى  ائى  کے  ","","","","","","","","False"
"2432","2815","1","","","","","80000","101","793","5","Cash Recived Mill","0","","","","0","0","0","0","7/30/2008 2:38:07 PM","کيش  وصولي  مل  ","","","","","","","","False"
"2433","2816","1","","","","","240","101","793","5","Holding Tex","0","","","","0","0","0","0","7/30/2008 2:40:16 PM","ہولڈنگ  ٹيکس","","","","","","","","False"
"2435","2818","1","","","","","50000","102","793","5","Cash Paid","0","","","","0","0","0","0","7/31/2008 2:55:00 PM","کيش  پيڈ  ","","","","","","","","False"
"2436","2819","1","","","","","3000","102","792","5","Paid Poor Man","0","","","","0","0","0","0","8/1/2008 12:09:33 PM","پيڈ  عربیب  مين  ","","","","","","","","False"
"2437","2820","1","","","","","1000","102","797","5","Cash Paid","0","","","","0","0","0","0","8/1/2008 12:13:19 PM","کيش  پيڈ  ","","","","","","","","False"
